x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499,x500
nor,128,338,6,489,271,2,3,1,60,299,11,7,3,41,6,2,128,338,6,2,285,21,25,7,11,60,2,3,86,60,1,60,41,86,3,33,45,15,212,338,2,3,86,4,60,96,4,2,60,3,86,1,107,112,60,2,473,21,4,6,3,54,50,2,72,12,22,6,40,12,277,401,338,7,5,1,20,1,45,1,107,86,344,7,51,6,2,4,120,2,3,3,3,1,193,20,63,3,86,182,368,2,3,338,7,5,265,22,6,2,28,265,54,15,21,60,2,3,338,7,55,60,20,98,20,13,1,7,2,98,1,4,401,7,20,54,15,86,60,20,98,471,14,12,377,83,98,2,98,37,4,12,368,6,5,1,3,98,2,3,15,86,2,421,401,3,271,12,193,86,19,6,20,3,21,338,386,7,4,6,2,45,4,7,170,22,29,2,28,497,386,4,21,4,401,15,78,5,6,29,20,98,101,3,69,184,13,54,15,86,19,6,15,64,324,45,1,4,515,21,386,11,140,29,3,98,2,3,271,12,154,193,451,98,98,3,6,45,4,7,2,28,29,4,1,2,98,10,3,41,21,1,31,4,2,98,2,98,9,19,4,3,20,98,16,7,150,2,13,6,96,15,59,108,11,2,3,45,3,98,69,5,12,5,405,184,4,83,98,98,20,20,11,31,20,3,68,1,299,2,107,48,16,7,41,338,386,7,20,98,421,14,3,2,124,11,8,58,5,8,16,20,98,107,368,45,60,22,60,48,2,368,15,83,98,5,3,9,4,6,5,2,248,195,4,95,109,50,212,489,3,48,6,3,1,34,16,1,2,98,1,107,1,11,6,206,489,2,128,338,54,4,20,98,3,212,338,6,5,18,2,415,144,12,261,4,18,54,12,19,217,7,124,271,20,98,56,46,3,6,4,60,1,86,2,4,95,109,4,212,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,9,37,4,26,55,6,5,386,68,22,6,12,217,68,22,6,12,14,4,451,212,190,2,128,190,1,4,42,227,31,4,278,324,31,1,4,9,37,4,169,2,152,4,20,18,12,482,68,2,148,6,120,4,12,22,1,451,212,190,2,128,190,20,253,16,12,51,6,1,2,9,14,22,6,9,2,467,1,18,467,1,451,6,190,2,2,128,11,18,322,2,1,4,42,51,6,1,2,18,3,107,18,16,2,18,16,2,18,2,18,68,4,2,15,18,16,2,18,22,18,3,107,6,261,5,18,16,1,5,18,16,2,22,6,18,1,18,16,12,4,120,15,45,2,212,120,17,4,2,13,7,279,5,6,15,193,35,12,14,50,6,5,6,3,26,17,2,12,59,451,190,2,12,6,12,59,451,190,2,128,190,56,6,5,2,22,1,13,488,404,2,12,14,11,6,2,63,9,59,17,26,15,41,64,190,12,6,3,4,6,16,1,1,26,17,120,2,147,12,14,4,1,515,12,37,2,12,6,18,22,1,451,190,2,2,128,190,56,6,5,1,1,67,134,6,5,2,20,11,6,5,18,2,451,338,7,1,4,451,8,64,324,31,50,40,5,278,2,31,15,35,4,451,271,6,59,451,190,2,22,6,5,48,6,1,2,421,59,16,18,1,51,22,5,12,2,12,37,22,18,9,113,17,3,15,13,2,18,12,59,451,190,3,3,2,14,15,9,113,190,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,4,6,25,78,25,338,4,3,1,3,6,366,4,2,3,7,5,1,22,3,22,2,22,7,22,2,15,489,22,3,338,284,22,2,6,6,1,109,2,77,6,1,3,6,2,98,98,6,2,63,3,4,22,3,29,16,68,4,19,2,4,1,22,6,516,3,6,41,22,6,1,17,57,4,22,6,74,5,283,2,98,3,42,50,3,386,338,2,6,22,3,17,467,1,48,284,1,11,2,6,3,3,1,338,4,11,7,11,6,48,2,28,15,25,3,42,4,154,67,324,22,6,2,338,25,3,98,2,2,59,2,2,2,3,7,3,42,4,68,6,11,80,2,4,6,25,78,25,338,4,3,1,3,6,366,4,2,98,19,40,6,74,4,184,26,12,67,4,4,83,98,6,366,2,13,2,3,3,22,2,22,6,3,4,103,5,366,1,6,366,2,28,13,144,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,28,7,50,6,5,6,11,5,1,5,5,2,128,338,6,5,5,4,6,1,467,6,1,15,37,4,22,1,136,5,6,462,1,45,2,28,338,22,7,6,6,40,5,117,1,7,6,2,128,338,48,6,5,6,462,2,2,3,3,1,1,338,6,2,28,483,3,5,45,51,1,22,2,10,51,55,2,3,55,2,2,1,7,109,190,46,412,2,28,486,31,46,412,4,515,49,2,37,3,146,1,177,2,3,6,37,5,2,13,6,5,2,64,4,6,5,2,10,121,4,515,6,469,2,10,121,4,6,1,92,4,21,2,338,22,2,128,338,6,22,6,2,491,5,6,13,6,2,28,119,50,338,4,1,4,211,2,10,113,115,212,2,112,8,190,14,9,83,9,83,471,59,9,25,3,3,3,2,128,4,3,2,10,14,16,2,10,113,17,6,254,4,67,2,28,13,7,4,6,2,5,6,14,254,2,53,59,43,6,15,377,2,10,14,7,312,1,8,64,3,9,14,48,25,7,5,40,2,5,13,4,6,9,14,25,3,6,29,5,4,515,13,1,515,13,49,2,4,8,3,9,14,7,312,22,2,4,1,299,4,3,51,481,22,4,6,5,3,1,51,6,5,1,4,3,14,186,2,6,20,14,2,14,186,2,28,5,6,13,50,7,2,10,14,46,2,28,13,117,1,48,46,2,4,7,3,6,22,1,6,22,64,7,2,64,6,29,37,54,2,5,6,29,4,60,106,3,5,45,37,22,2,29,26,17,37,4,2,6,5,20,14,3,1,16,6,36,5,1,3,64,7,1,15,274,9,37,4,8,2,1,109,37,22,2,3,6,3,64,7,2,3,46,13,22,2,14,40,15,6,5,415,457,4,6,2,48,6,5,6,2,2,128,13,8,15,43,4,8,3,8,211,3,8,254,3,8,81,3,1,8,2,31,11,8,62,2,21,32,3,32,67,86,32,3,32,2,10,14,4,8,62,1,2,13,3,5,6,2,28,1,5,7,312,13,2,63,5,6,13,179,2,14,6,5,6,5,4,6,2,3,86,14,6,5,40,6,1,3,1,55,291,5,117,5,6,86,37,4,2,10,3,22,4,2,6,15,9,14,22,13,145,50,31,42,31,190,98,3,25
nor,5,3,1,5,6,4,7,231,48,6,5,23,22,3,3,3,60,39,1,5,2,98,10,14,55,6,333,1,39,5,8,42,6,34,467,5,60,489,4,55,8,3,98,3,22,7,4,2,338,4,6,98,11,98,3,11,1,22,311,6,52,2,4,6,5,3,4,16,60,65,3,1,2,6,5,6,422,5,29,3,3,16,3,1,92,212,69,454,51,46,5,4,69,5,183,2,98,504,26,17,7,5,6,100,229,3,86,26,7,383,5,15,64,1,3,98,3,5,4,3,22,7,50,6,84,2,4,13,7,5,363,1,4,22,6,119,478,2,98,28,55,50,22,6,5,1,13,182,4,112,98,3,511,1,3,2,190,3,50,50,6,5,3,25,86,253,4,22,2,511,3,7,303,3,64,7,98,190,28,399,1,223,22,98,3,6,6,303,2,98,28,55,50,22,6,5,1,13,182,4,112,98,3,511,1,3,3,15,497,78,6,3,98,86,69,11,405,98,2,98,28,13,15,73,9,4,14,6,27,27,42,473,21,4,3,43,48,32,112,98,3,2,46,22,3,6,5,5,4,1,6,331,16,2,107,3,37,5,29,48,3,305,5,3,32,103,2,98,6,119,15,48,29,60,1,3,511,6,4,67,226,98,3,6,2,98,3,35,17,5,29,11,3,1,37,60,3,32,11,98,2,28,6,5,7,55,2,98,473,4,339,86,3,1,4,45,368,98,3,6,2,28,15,29,112,22,32,3,339,43,7,4,2,98,28,14,54,15,86,415,4,60,48,6,5,212,14,2,28,85,113,5,6,98,3,2,98,113,15,186,26,17,32,48,3,13,515,22,2,113,4,1,98,2,511,4,1,98,17,11,405,172,48,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,13,7,5,48,3,177,2,3,98,100,3,98,77,467,22,2,7,5,230,3,3,1,368,3,3,278,22,23,3,1,2,7,368,6,34,25,7,50,98,1,6,334,429,7,368,5,7,181,22,7,15,7,165,5,6,1,5,98,98,98,98,7,50,92,6,100,185,4,1,6,98,98,50,7,306,7,243,1,5,6,93,1,93,2,28,3,33,118,55,7,190,15,6,5,6,50,37,17,1,177,33,2,14,17,4,32,429,86,4,6,1,479,5,146,278,2,37,40,5,31,1,7,306,5,1,3,7,306,5,462,1,2,6,114,34,3,13,7,243,3,15,9,40,6,22,29,29,123,60,6,50,2,98,100,98,6,5,6,304,3,33,16,5,1,3,129,92,5,6,100,317,15,2,1,3,499,25,7,5,4,5,177,222,2,285,15,1,11,6,74,8,3,73,5,3,8,2,109,50,6,50,50,5,304,3,22,6,190,3,22,6,5,7,3,33,22,3,22,6,5,3,22,6,5,2,13,2,1,37,11,3,1,457,32,3,50,1,22,3,368,6,22,2,63,21,299,16,98,100,98,15,420,6,5,2,4,26,515,9,26,5,31,64,7,32,46,368,190,299,16,1,368,21,2,471,12,235,98,100,98,83,100,65,16,6,74,15,21,64,6,50,2,10,144,123,22,46,5,3,1,15,64,51,6,85,50,4,6,2,10,37,267,5,1,298,60,2,93,14,3,1,308,186,3,55,6,229,1,55,2,491,74,5,368,504,13,4,515,7,98,50,222,2,98,9,5,6,3,9,5,6,22,100,222,3,6,5,29,51,6,3,193,5,7,5,5,2,28,98,28,93,98,16,212,2,222,6,5,6,102,2,128,8,1,8,2,128,8,3,3,1,2,40,5,504,3,177,3,5,95,109,4,7,222,2,9,401,427,144,3,9,281,4,16,2,63,50,222,13,51,222,2,69,3,14,4,105,22,212,102,274,3,1,86,6,5,50,222,2,485,6,3,6,316,5,29,22,6,119,478,51,6,338,1,78,25,2,50,222,22,3,33,21,45,25,41,5,60,3,255,1,363,25,2,421,15,9,368,222,3,7,5,1,193,2,14,6,32,5,50,222,83,5,2,2,5,5,25,32,3
nor,48,7,22,3,6,22,5,4,60,2,28,3,55,3,2,5,504,3,32,3,14,294,51,3,69,5,6,3,64,55,5,55,100,2,28,3,32,7,489,3,13,69,5,6,5,6,2,28,3,3,385,48,6,489,3,14,55,6,5,6,6,2,28,22,6,40,50,6,3,2,48,6,68,7,50,6,4,6,22,2,3,42,37,4,6,60,342,37,15,86,37,4,51,2,98,64,50,11,7,243,34,3,98,5,6,50,3,13,6,22,6,3,6,2,98,37,1,212,277,451,3,27,3,284,3,27,35,12,4,2,98,77,4,7,22,6,306,11,6,108,2,6,489,3,55,7,55,2,55,40,5,6,42,17,4,108,50,3,7,22,60,15,11,2,3,7,11,3,15,6,1,6,50,7,98,2,98,6,6,77,6,7,55,4,6,22,4,48,6,114,34,2,3,4,3,32,4,48,7,34,22,4,6,2,98,14,473,4,3,13,17,489,1,13,50,7,316,5,15,19,3,1,26,3,91,51,489,4,489,2,98,3,6,451,212,338,473,2,98,31,3,27,72,12,4,3,4,217,7,32,217,3,27,98,6,2,3,193,55,62,3,277,67,7,5,5,6,3,51,186,50,6,5,2,6,392,3,27,11,7,98,98,11,60,363,113,67,25,243,25,21,297,17,385,46,98,98,50,2,3,7,19,17,4,67,4,108,6,35,21,186,363,2,6,3,181,3,100,37,7,22,2,491,55,15,11,48,3,22,2,28,64,7,22,55,3,22,1,48,22,2,100,3,42,5,6,3,11,483,7,5,40,2,16,6,55,4,37,6,37,2,4,3,42,14,17,4,11,429,6,213,13,4,37,212,2,3,6,15,4,6,3,3,64,4,391,6,2,28,64,17,193,6,50,60,32,3,1,64,4,4,3,4,6,27,6,2,48,6,25,25,3,6,301,11,7,5,2,3,7,42,6,509,50,6,11,186,6,55,6,119,22,6,3,6,5,98,422,98,22,7,2,98,98,3,13,6,5,6,3,3,98,471,37,467,22,504,1,6,4,83,471,1,254,342,504,7,116,83,98,28,22,14,4,46,22,22,48,7,55,2,6,22,117,3,6,2,28,119,1,3,6,315,48,6,3,4,39,6,3
nor,338,22,6,50,51,7,5,6,22,2,98,285,6,423,51,6,3,6,3,15,49,3,98,3,5,6,5,2,98,28,1,1,2,98,107,3,2,4,6,48,6,5,7,2,2,50,3,7,2,3,1,3,25,25,6,2,5,7,7,51,6,2,2,50,2,28,15,4,6,3,451,2,3,6,11,6,50,3,368,6,298,7,22,6,2,15,29,14,5,60,81,261,2,98,10,14,15,13,7,22,504,3,98,2,98,22,6,5,392,144,3,1,9,14,15,21,67,25,7,2,98,50,6,50,84,98,98,51,4,2,5,3,16,5,98,3,3,3,98,1,5,2,56,7,3,6,3,98,28,5,22,46,5,212,13,69,5,7,11,6,2,98,6,338,55,7,16,2,297,17,6,338,4,192,3,2,15,423,50,2,98,129,50,3,98,2,28,3,48,2,2,3,13,69,5,50,6,5,84,2,98,338,22,2,3,98,6,84,2,98,128,105,22,6,1,2,98,15,370,4,3,462,3,1,2,15,21,338,406,50,2,15,29,16,423,45,48,2,19,48,2,98,3,69,338,48,6,34,3,98,2,98,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,17,5,7,98,98,11,4,25,98,98,1,98,98,3,6,3,6,4,6,3,64,15,86,98,16,6,98,2,28,17,15,6,17,7,3,25,98,98,1,15,3,98,21,13,17,6,5,6,392,4,98,2,3,6,274,22,190,98,10,22,6,127,5,2,127,5,1,43,27,1,98,2,98,10,3,25,5,6,65,3,14,354,4,1,6,38,5,1,98,3,86,3,15,3,98,14,4,456,1,5,363,1,255,98,2,3,6,13,11,7,392,22,3,55,15,98,98,7,67,392,2,3,6,27,27,3,2,3,6,5,3,473,15,17,4,3,33,4,39,7,181,2,123,50,3,15,3,37,32,40,5,6,3,406,462,3,13,98,6,413,22,6,98,1,15,98,14,140,6,85,98,2,64,11,6,2,2,6,55,6,4,11,87,4,67,198,50,11,7,306,2,22,6,3,6,4,11,6,85,4,80,11,46,98,462,98,2,3,22,3,51,6,25,98,98,1,229,87,59,67,473,4,6,22,41,5,6,2,190,98,15,48,7,34,6,80,64,55,29,22,1,7,50,6,80,15,6,5,4,98,4,85,64,41,26,17,32,26,32,59,67,55,229,87,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,186,1,37,22,6,3,16,186,55,22,6,3,306,37,2,56,6,4,3,6,316,5,338,226,6,22,6,4,2,56,6,5,3,408,4,129,22,2,28,385,50,2,56,6,114,3,3,7,51,2,28,316,5,22,338,299,3,48,408,4,22,2,3,42,6,40,303,50,3,7,181,2,21,338,4,15,7,27,27,4,190,27,10,5,21,5,6,37,15,25,9,2,86,14,144,21,271,21,129,299,25,7,2,27,190,27,354,48,95,454,3,21,13,4,33,13,13,7,5,60,108,1,29,4,21,33,7,29,120,386,2,27,3,6,5,6,40,303,50,3,5,6,55,1,109,146,2,190,27,7,1,2,28,13,69,5,6,33,17,6,69,2,248,14,144,3,6,2,28,64,473,7,457,6,6,13,159,4,67,2,191,4,29,118,2,27,5,6,1,6,74,2,190,27,13,5,6,42,14,17,423,4,6,4,45,4,150,112,2,27,190,27,10,14,15,40,5,14,1,9,14,15,29,4,1,363,3,35,212,13,4,32,7,32,2,28,13,4,22,40,267,1,9,37,243,6,5,50,1,5,113,67,15,86,415,67,55,6,2,10,37,342,22,8,42,14,4,2,10,508,4,40,3,39,1,60,61,1,4,320,2,27,13,13,4,67,55,6,362,32,109,3,15,13,4,134,73,32,4,67,2,3,46,13,13,4,67,55,6,362,32,109,3,15,13,4,134,73,32,4,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,3,7,5,1,67,134,3,98,227,7,4,6,3,1,5,21,2,6,338,227,4,3,29,3,27,9,83,27,28,3,27,260,2,27,37,6,5,15,22,6,2,98,3,3,3,3,1,43,2,6,22,13,4,120,5,6,5,508,2,29,15,212,4,5,2,56,13,363,1,98,98,2,22,13,51,6,2,6,4,31,22,40,5,278,2,128,13,4,451,15,212,3,22,321,3,4,146,151,1,16,109,29,2,128,13,4,92,6,109,29,22,7,5,22,4,6,4,146,2,3,9,14,159,7,50,69,15,22,6,151,22,7,5,2,13,322,5,2,6,98,7,479,98,67,4,69,42,4,2,6,13,6,5,3,107,6,13,2,278,3,6,78,42,186,278,2,491,385,6,6,5,15,186,6,5,3,22,6,5,6,22,2,4,6,7,243,22,7,4,5,6,78,5,212,2,56,4,6,5,6,22,6,48,3,9,37,4,15,6,338,6,5,6,304,3,22,4,117,7,1,7,51,4,40,2,56,304,3,46,50,6,278,5,6,32,13,2,32,4,120,46,13,16,1,16,46,50,6,304,1,40,29,2,7,6,2,6,5,6,338,15,6,113,17,67,2,3,338,368,6,474,5,6,5,15,50,6,278,5,6,2,28,227,6,1,6,15,21,25,7,4,2,6,338,227,271,6,3,368,2,17,6,2,3,98,15,35,12,420,7,3,12,277,17,67,2,72,12,7,15,35,4,338,403,3,107,277,37,29,5,12,2,98,15,3,113,37,15,35,4,67,3,277,37,6,5,29,2,338,15,6,324,4,1,4,6,42,7,55,51,21,35,21,338,32,21,35,21,338,427,4,67,2,3,15,6,277,17,67,6,69,4,5,15,2,5,42,277,67,16,277,67,4,88,22,2,7,316,5,45,3,5,6,3,277,16,2,154,37,6,5,2,69,5,45,3,27,338,6,4,2,28,69,32,2,4,115,2,45,3,98,250,17,21,2,491,5,13,15,21,13,2,98,27,2,28,5,6,5,6,11,6,5,278,2,3,42,22,6,231,11,3,338,4,6,91,15,6,25,7,5,212,2,113,37,7,4,7,2,128,13,287,15,6,3,129,271,3,15,4,51,6,48,2,212,3,7,316,5,37
nor,65,386,15,5,48,6,34,67,134,367,4,6,5,6,42,50,40,2,7,22,6,3,33,6,13,2,338,6,5,6,462,51,68,4,6,34,21,7,304,22,6,5,6,2,245,4,15,50,40,3,460,338,2,154,3,35,54,3,3,25,26,40,22,2,3,3,5,6,2,6,3,1,5,40,3,15,50,40,3,1,3,13,6,96,2,201,11,40,3,73,55,193,6,22,65,2,28,3,1,73,3,50,40,3,201,11,60,3,1,50,15,2,56,3,254,22,50,2,50,60,62,3,17,193,50,60,280,2,3,32,7,3,32,287,6,5,6,3,154,7,112,7,280,1,154,37,451,2,40,212,3,1,254,46,22,65,1,7,48,284,2,56,422,5,3,45,80,22,479,1,429,1,45,22,229,2,3,42,81,55,280,3,6,190,277,221,16,11,3,107,277,195,95,5,109,3,32,277,221,16,1,107,2,6,3,41,21,4,67,11,81,2,6,34,5,6,5,3,4,60,1,51,3,33,5,45,2,112,6,15,48,6,34,1,6,74,4,60,5,2,50,7,5,3,7,7,117,2,13,184,13,2,6,5,6,5,3,6,4,60,39,3,193,35,212,6,22,60,512,2,338,7,4,11,6,89,3,25,86,2,28,338,324,98,6,98,3,1,22,6,15,338,16,40,73,42,21,2,190,98,5,73,42,6,6,415,67,22,2,98,3,3,190,98,3,5,3,86,415,2,22,6,515,190,13,17,69,12,42,17,457,21,2,98,4,190,98,63,107,15,55,279,190,10,73,42,14,3,1,6,3,50,60,2,98,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
